0.2,0.2,-0.2,0.2,-0.2,0.2,0.19998693,-0.2,0.2,-0.2
0.2,0.2,-0.2,0.2,-0.2,0.2,0.19998704,-0.2,0.2,-0.2
0.2,0.2,-0.2,0.2,-0.2,0.2,0.19998704,-0.2,0.2,-0.2
0.2,0.2,-0.2,0.2,-0.2,0.2,0.19998704,-0.2,0.2,-0.2
-0.2,-0.2,0.2,-0.2,0.2,-0.2,-0.19998704,0.2,-0.2,0.2
-0.2,-0.2,0.2,-0.2,0.2,-0.2,-0.19998704,0.2,-0.2,0.2
-0.2,-0.2,0.2,-0.2,0.2,-0.2,-0.19998701,0.2,-0.2,0.2
0.2,0.2,-0.2,0.2,-0.2,0.2,0.19998693,-0.2,0.2,-0.2
0.2,0.2,-0.2,0.2,-0.2,0.2,0.19998696,-0.2,0.2,-0.2
0.2,0.2,-0.2,0.2,-0.2,0.2,0.19998707,-0.2,0.2,-0.2
